year,department,sex,age_group,value
2018,05,All,55-59,10376
2018,05,All,60-64,10283
2018,05,All,65-69,9964
2018,05,All,70-74,8023
2018,05,All,75-79,5537
2018,05,All,80-84,4778
2018,05,All,85-89,3343
2018,05,All,90-94,1588
2018,05,All,95+,465
2018,05,All,Total,140698
2018,06,All,0-4,55575
2018,06,All,5-9,58689
2018,06,All,10-14,58176
2018,06,All,15-19,58594
2018,06,All,20-24,53277
2018,06,All,25-29,57389
2018,06,All,30-34,61937
2018,06,All,35-39,66517
2018,06,All,40-44,66428
2018,06,All,45-49,73161
2018,06,All,50-54,75375
2018,06,All,55-59,70878
2018,06,All,60-64,66451
2018,06,All,65-69,68348
2018,06,All,70-74,60850
2018,06,All,75-79,47153
2018,06,All,80-84,38637
2018,06,All,85-89,29478
2018,06,All,90-94,14604
2018,06,All,95+,4702
2018,06,All,Total,1086219
2018,07,All,0-4,15781
2018,07,All,5-9,18775
2018,07,All,10-14,20037
2018,07,All,15-19,17726
2018,07,All,20-24,12447
2018,07,All,25-29,14213
2018,07,All,30-34,16658
2018,07,All,35-39,18633
2018,07,All,40-44,19697
2018,07,All,45-49,22964
2018,07,All,50-54,23438
2018,07,All,55-59,22902
2018,07,All,60-64,23372
2018,07,All,65-69,23589
2018,07,All,70-74,18957
2018,07,All,75-79,13135
2018,07,All,80-84,10937
2018,07,All,85-89,7998
2018,07,All,90-94,4108
2018,07,All,95+,1239
2018,07,All,Total,326606
2018,08,All,0-4,14288
2018,08,All,5-9,16528
2018,08,All,10-14,17117
2018,08,All,15-19,16118
2018,08,All,20-24,12380
2018,08,All,25-29,14260
2018,08,All,30-34,15369
2018,08,All,35-39,15842
2018,08,All,40-44,16455
2018,08,All,45-49,18518
2018,08,All,50-54,19333
2018,08,All,55-59,19404
2018,08,All,60-64,18863
2018,08,All,65-69,18048
2018,08,All,70-74,12864
2018,08,All,75-79,8972
2018,08,All,80-84,8350
2018,08,All,85-89,5965
2018,08,All,90-94,2538
2018,08,All,95+,633
2018,08,All,Total,271845
2018,09,All,0-4,6947
2018,09,All,5-9,8159
2018,09,All,10-14,8746
2018,09,All,15-19,7602
2018,09,All,20-24,6038
2018,09,All,25-29,6959
2018,09,All,30-34,7566
2018,09,All,35-39,8617
2018,09,All,40-44,9103
2018,09,All,45-49,10344
2018,09,All,50-54,10769
2018,09,All,55-59,11221
2018,09,All,60-64,11315
2018,09,All,65-69,11381
2018,09,All,70-74,8915
2018,09,All,75-79,6132
2018,09,All,80-84,5804
2018,09,All,85-89,4513
2018,09,All,90-94,2219
2018,09,All,95+,716
2018,09,All,Total,153066
2018,10,All,0-4,17146
2018,10,All,5-9,19757
2018,10,All,10-14,19826
2018,10,All,15-19,19129
2018,10,All,20-24,16373
2018,10,All,25-29,16976
2018,10,All,30-34,17918
2018,10,All,35-39,18480
2018,10,All,40-44,18328
2018,10,All,45-49,20441
2018,10,All,50-54,20303
2018,10,All,55-59,19883
2018,10,All,60-64,19526
2018,10,All,65-69,19901
2018,10,All,70-74,15211
2018,10,All,75-79,10392
2018,10,All,80-84,9421
2018,10,All,85-89,6823
2018,10,All,90-94,3187
2018,10,All,95+,999
2018,10,All,Total,310020
2018,11,All,0-4,17584
2018,11,All,5-9,21151
2018,11,All,10-14,22069
2018,11,All,15-19,20235
2018,11,All,20-24,15307
2018,11,All,25-29,16409
2018,11,All,30-34,18715
2018,11,All,35-39,21077
2018,11,All,40-44,21794
2018,11,All,45-49,25406
2018,11,All,50-54,25977
2018,11,All,55-59,25012
2018,11,All,60-64,26788
2018,11,All,65-69,27894
2018,11,All,70-74,23074
2018,11,All,75-79,15191
2018,11,All,80-84,13038
2018,11,All,85-89,10008
2018,11,All,90-94,4719
2018,11,All,95+,1358
2018,11,All,Total,372806
2018,12,All,0-4,12350
2018,12,All,5-9,14726
2018,12,All,10-14,15470
2018,12,All,15-19,14755
2018,12,All,20-24,11192
2018,12,All,25-29,12112
2018,12,All,30-34,13495
2018,12,All,35-39,15470
2018,12,All,40-44,15892
2018,12,All,45-49,18535
2018,12,All,50-54,19599
2018,12,All,55-59,19825
2018,12,All,60-64,20132
2018,12,All,65-69,21006
2018,12,All,70-74,16200
2018,12,All,75-79,12241
2018,12,All,80-84,11833
2018,12,All,85-89,8887
2018,12,All,90-94,4360
2018,12,All,95+,1194
2018,12,All,Total,279274
2018,13,All,0-4,120090
2018,13,All,5-9,122888
2018,13,All,10-14,119614
2018,13,All,15-19,124087
2018,13,All,20-24,118187
2018,13,All,25-29,118906
2018,13,All,30-34,123795
2018,13,All,35-39,129614
2018,13,All,40-44,125496
2018,13,All,45-49,136093
2018,13,All,50-54,137778
2018,13,All,55-59,127908
2018,13,All,60-64,119647
2018,13,All,65-69,116426
2018,13,All,70-74,97314
2018,13,All,75-79,71719
2018,13,All,80-84,57881
2018,13,All,85-89,40793
2018,13,All,90-94,19966
2018,13,All,95+,6155
2018,13,All,Total,2034357
2018,14,All,0-4,34674
2018,14,All,5-9,41456
2018,14,All,10-14,42749
2018,14,All,15-19,45742
2018,14,All,20-24,42011
2018,14,All,25-29,37245
2018,14,All,30-34,38616
2018,14,All,35-39,41232
2018,14,All,40-44,41546
2018,14,All,45-49,45321
2018,14,All,50-54,44893
2018,14,All,55-59,44517
2018,14,All,60-64,46324
2018,14,All,65-69,45756
2018,14,All,70-74,33562
2018,14,All,75-79,23164
2018,14,All,80-84,20778
2018,14,All,85-89,15139
2018,14,All,90-94,7202
2018,14,All,95+,2129
2018,14,All,Total,694056
2018,15,All,0-4,5859
2018,15,All,5-9,6936
2018,15,All,10-14,7709
2018,15,All,15-19,7097
2018,15,All,20-24,5408
2018,15,All,25-29,6038
2018,15,All,30-34,6961
2018,15,All,35-39,7677
2018,15,All,40-44,8491
2018,15,All,45-49,9702
2018,15,All,50-54,10594
2018,15,All,55-59,10836
2018,15,All,60-64,11393
2018,15,All,65-69,11429
2018,15,All,70-74,8752
2018,15,All,75-79,6328
2018,15,All,80-84,6179
2018,15,All,85-89,4586
2018,15,All,90-94,2172
2018,15,All,95+,618
2018,15,All,Total,144765
2018,16,All,0-4,16099
2018,16,All,5-9,19089
2018,16,All,10-14,19883
2018,16,All,15-19,18836
2018,16,All,20-24,15520
2018,16,All,25-29,17110
2018,16,All,30-34,18023
2018,16,All,35-39,19606
2018,16,All,40-44,20566
2018,16,All,45-49,23810
2018,16,All,50-54,24784
2018,16,All,55-59,25103
2018,16,All,60-64,25978
2018,16,All,65-69,25463
2018,16,All,70-74,19448
2018,16,All,75-79,13883
2018,16,All,80-84,12997
2018,16,All,85-89,9362
2018,16,All,90-94,4728
2018,16,All,95+,1490
2018,16,All,Total,351778
2018,17,All,0-4,27870
2018,17,All,5-9,33934
2018,17,All,10-14,35734
2018,17,All,15-19,35209
2018,17,All,20-24,27246
2018,17,All,25-29,27661
2018,17,All,30-34,31560
2018,17,All,35-39,35780
2018,17,All,40-44,37298
2018,17,All,45-49,43686
2018,17,All,50-54,42950
2018,17,All,55-59,43304
2018,17,All,60-64,48716
2018,17,All,65-69,52359
2018,17,All,70-74,41450
2018,17,All,75-79,28050
2018,17,All,80-84,24508
2018,17,All,85-89,17945
2018,17,All,90-94,8909
2018,17,All,95+,2763
2018,17,All,Total,646932
2018,18,All,0-4,14612
2018,18,All,5-9,16799
2018,18,All,10-14,17021
2018,18,All,15-19,15841
2018,18,All,20-24,13066
2018,18,All,25-29,14498
2018,18,All,30-34,15889
2018,18,All,35-39,16376
2018,18,All,40-44,17113
2018,18,All,45-49,20710
2018,18,All,50-54,21092
2018,18,All,55-59,21630
2018,18,All,60-64,21803
2018,18,All,65-69,22619
2018,18,All,70-74,17636
2018,18,All,75-79,12326
2018,18,All,80-84,11229
2018,18,All,85-89,8015
2018,18,All,90-94,3886
2018,18,All,95+,1247
2018,18,All,Total,303408
2018,19,All,0-4,10076
2018,19,All,5-9,12347
2018,19,All,10-14,13082
2018,19,All,15-19,13547
2018,19,All,20-24,9740
2018,19,All,25-29,10518
2018,19,All,30-34,11545
2018,19,All,35-39,12957
2018,19,All,40-44,14140
2018,19,All,45-49,16115
2018,19,All,50-54,16579
2018,19,All,55-59,16890
2018,19,All,60-64,17969
2018,19,All,65-69,18485
2018,19,All,70-74,14193
2018,19,All,75-79,10435
2018,19,All,80-84,9809
2018,19,All,85-89,7357
2018,19,All,90-94,3711
2018,19,All,95+,1088
2018,19,All,Total,240583
2018,2A,All,0-4,7687
2018,2A,All,5-9,8824
2018,2A,All,10-14,8122
2018,2A,All,15-19,7261
2018,2A,All,20-24,6172
2018,2A,All,25-29,8411
2018,2A,All,30-34,9481
2018,2A,All,35-39,10633
2018,2A,All,40-44,10229
2018,2A,All,45-49,11731
2018,2A,All,50-54,11388
2018,2A,All,55-59,10399
2018,2A,All,60-64,10282
2018,2A,All,65-69,10477
2018,2A,All,70-74,8450
2018,2A,All,75-79,7249
2018,2A,All,80-84,5382
2018,2A,All,85-89,3695
2018,2A,All,90-94,1519
2018,2A,All,95+,461
2018,2A,All,Total,157853
2018,2B,All,0-4,8498
2018,2B,All,5-9,9892
2018,2B,All,10-14,9464
2018,2B,All,15-19,9272
2018,2B,All,20-24,9587
2018,2B,All,25-29,10129
2018,2B,All,30-34,10997
2018,2B,All,35-39,11514
2018,2B,All,40-44,11462
2018,2B,All,45-49,12778
2018,2B,All,50-54,12482
2018,2B,All,55-59,11909
2018,2B,All,60-64,11537
2018,2B,All,65-69,12088
2018,2B,All,70-74,9663
2018,2B,All,75-79,7723
2018,2B,All,80-84,5660
2018,2B,All,85-89,3752
2018,2B,All,90-94,1750
2018,2B,All,95+,544
2018,2B,All,Total,180701
2018,21,All,0-4,27202
2018,21,All,5-9,29790
2018,21,All,10-14,30722
2018,21,All,15-19,35771
2018,21,All,20-24,35614
2018,21,All,25-29,30997
2018,21,All,30-34,31134
2018,21,All,35-39,31528
2018,21,All,40-44,31923
2018,21,All,45-49,35607
2018,21,All,50-54,34555
2018,21,All,55-59,34656
2018,21,All,60-64,33422
2018,21,All,65-69,33011
2018,21,All,70-74,25157
2018,21,All,75-79,17780
2018,21,All,80-84,15433
2018,21,All,85-89,11353
2018,21,All,90-94,5767
2018,21,All,95+,1798
2018,21,All,Total,533220
2018,22,All,0-4,28346
2018,22,All,5-9,34951
2018,22,All,10-14,37275
2018,22,All,15-19,34831
2018,22,All,20-24,23342
2018,22,All,25-29,25388
2018,22,All,30-34,29152
2018,22,All,35-39,32688
2018,22,All,40-44,35335
2018,22,All,45-49,40266
2018,22,All,50-54,39948
2018,22,All,55-59,41211
2018,22,All,60-64,43049
2018,22,All,65-69,45522
2018,22,All,70-74,35096
2018,22,All,75-79,24140
2018,22,All,80-84,22931
2018,22,All,85-89,16405
2018,22,All,90-94,7642
2018,22,All,95+,2066
2018,22,All,Total,599584
2018,23,All,0-4,4371
2018,23,All,5-9,5468
2018,23,All,10-14,5952
2018,23,All,15-19,5610
2018,23,All,20-24,4127
2018,23,All,25-29,4669
2018,23,All,30-34,5060
2018,23,All,35-39,5720
2018,23,All,40-44,6381
2018,23,All,45-49,7767
2018,23,All,50-54,8368
2018,23,All,55-59,9137
2018,23,All,60-64,9727
2018,23,All,65-69,10105
2018,23,All,70-74,7567
2018,23,All,75-79,5248
2018,23,All,80-84,5377
2018,23,All,85-89,4163
2018,23,All,90-94,2055
2018,23,All,95+,631
2018,23,All,Total,117503
2018,24,All,0-4,16691
2018,24,All,5-9,20348
2018,24,All,10-14,22177
2018,24,All,15-19,20933
2018,24,All,20-24,15041
2018,24,All,25-29,16997
2018,24,All,30-34,18866
2018,24,All,35-39,21268
2018,24,All,40-44,23156
2018,24,All,45-49,27375
2018,24,All,50-54,29433
2018,24,All,55-59,30648
2018,24,All,60-64,32656
2018,24,All,65-69,34073
2018,24,All,70-74,27036
2018,24,All,75-79,18594
2018,24,All,80-84,17064
2018,24,All,85-89,12879
2018,24,All,90-94,6303
2018,24,All,95+,1880
2018,24,All,Total,413418
2018,25,All,0-4,31340
2018,25,All,5-9,34656
2018,25,All,10-14,34343
2018,25,All,15-19,34662
2018,25,All,20-24,32552
2018,25,All,25-29,32209
2018,25,All,30-34,33360
2018,25,All,35-39,34923
2018,25,All,40-44,32865
2018,25,All,45-49,35750
2018,25,All,50-54,35105
2018,25,All,55-59,33166
2018,25,All,60-64,31636
2018,25,All,65-69,30948
2018,25,All,70-74,24643
2018,25,All,75-79,17442
2018,25,All,80-84,15044
2018,25,All,85-89,10606
2018,25,All,90-94,4746
2018,25,All,95+,1458
2018,25,All,Total,541454
2018,26,All,0-4,28817
2018,26,All,5-9,32783
2018,26,All,10-14,33610
2018,26,All,15-19,30095
2018,26,All,20-24,22675
2018,26,All,25-29,26502
2018,26,All,30-34,29755
2018,26,All,35-39,31660
2018,26,All,40-44,31043
2018,26,All,45-49,35330
2018,26,All,50-54,35294
2018,26,All,55-59,33592
2018,26,All,60-64,32868
2018,26,All,65-69,32252
2018,26,All,70-74,26574
2018,26,All,75-79,18771
2018,26,All,80-84,15423
2018,26,All,85-89,10729
2018,26,All,90-94,5355
2018,26,All,95+,1604
2018,26,All,Total,514732
2018,27,All,0-4,35083
2018,27,All,5-9,41427
2018,27,All,10-14,41177
2018,27,All,15-19,36668
2018,27,All,20-24,26489
2018,27,All,25-29,30436
2018,27,All,30-34,35935
2018,27,All,35-39,38381
2018,27,All,40-44,38827
2018,27,All,45-49,42712
2018,27,All,50-54,40987
2018,27,All,55-59,39792
2018,27,All,60-64,38369
2018,27,All,65-69,37166
2018,27,All,70-74,26769
2018,27,All,75-79,17579
2018,27,All,80-84,15423
2018,27,All,85-89,10486
2018,27,All,90-94,4900
2018,27,All,95+,1356
2018,27,All,Total,599962
2018,28,All,0-4,25351
2018,28,All,5-9,29031
2018,28,All,10-14,29517
2018,28,All,15-19,25281
2018,28,All,20-24,18605
2018,28,All,25-29,22157
2018,28,All,30-34,24789
2018,28,All,35-39,27101
2018,28,All,40-44,27680
2018,28,All,45-49,29960
2018,28,All,50-54,29552
2018,28,All,55-59,28241
2018,28,All,60-64,27418
2018,28,All,65-69,26903
2018,28,All,70-74,19488
2018,28,All,75-79,13687
2018,28,All,80-84,12386
2018,28,All,85-89,8915
2018,28,All,90-94,4551
2018,28,All,95+,1384
2018,28,All,Total,431997
2018,29,All,0-4,44213
2018,29,All,5-9,51981
2018,29,All,10-14,54704
2018,29,All,15-19,55305
2018,29,All,20-24,46621
2018,29,All,25-29,44193
2018,29,All,30-34,48451
2018,29,All,35-39,53402
2018,29,All,40-44,55665
2018,29,All,45-49,62260
2018,29,All,50-54,61845
2018,29,All,55-59,62609
2018,29,All,60-64,63458
2018,29,All,65-69,62419
2018,29,All,70-74,46477
2018,29,All,75-79,33028
2018,29,All,80-84,30610
2018,29,All,85-89,21788
2018,29,All,90-94,10026
2018,29,All,95+,2680
2018,29,All,Total,911735
2018,30,All,0-4,39260
2018,30,All,5-9,43992
2018,30,All,10-14,45286
2018,30,All,15-19,44316
2018,30,All,20-24,34679
2018,30,All,25-29,36204
2018,30,All,30-34,40183
2018,30,All,35-39,43986
2018,30,All,40-44,44162
2018,30,All,45-49,50868
2018,30,All,50-54,52551
2018,30,All,55-59,50777
2018,30,All,60-64,50191
2018,30,All,65-69,51206
2018,30,All,70-74,40687
2018,30,All,75-79,27784
2018,30,All,80-84,22515
2018,30,All,85-89,16390
2018,30,All,90-94,7883
2018,30,All,95+,2538
2018,30,All,Total,745458
2018,31,All,0-4,79851
2018,31,All,5-9,83496
2018,31,All,10-14,79925
2018,31,All,15-19,91537
2018,31,All,20-24,104303
2018,31,All,25-29,97061
2018,31,All,30-34,94561
2018,31,All,35-39,96906
2018,31,All,40-44,89551
2018,31,All,45-49,92747
2018,31,All,50-54,91080
2018,31,All,55-59,81527
2018,31,All,60-64,71139
2018,31,All,65-69,66655
2018,31,All,70-74,53787
2018,31,All,75-79,36278
2018,31,All,80-84,32281
2018,31,All,85-89,23137
2018,31,All,90-94,11169
2018,31,All,95+,3681
2018,31,All,Total,1380672
2018,32,All,0-4,8181
2018,32,All,5-9,10019
2018,32,All,10-14,10831
2018,32,All,15-19,9748
2018,32,All,20-24,6728
2018,32,All,25-29,7644
2018,32,All,30-34,8857
2018,32,All,35-39,10034
2018,32,All,40-44,11000
2018,32,All,45-49,13429
2018,32,All,50-54,13866
2018,32,All,55-59,14396
2018,32,All,60-64,14383
2018,32,All,65-69,14587
2018,32,All,70-74,11522
2018,32,All,75-79,8425
2018,32,All,80-84,7616
2018,32,All,85-89,6028
2018,32,All,90-94,3034
2018,32,All,95+,955
2018,32,All,Total,191283
2018,33,All,0-4,85722
2018,33,All,5-9,94660
2018,33,All,10-14,94103
2018,33,All,15-19,102067
2018,33,All,20-24,102949
2018,33,All,25-29,97366
2018,33,All,30-34,99564
2018,33,All,35-39,107306
2018,33,All,40-44,106111
2018,33,All,45-49,112501
2018,33,All,50-54,104767
2018,33,All,55-59,97457
2018,33,All,60-64,92672
2018,33,All,65-69,92929
2018,33,All,70-74,71260
2018,33,All,75-79,47458
2018,33,All,80-84,41570
2018,33,All,85-89,30883
2018,33,All,90-94,15412
2018,33,All,95+,5088
2018,33,All,Total,1601845
2018,34,All,0-4,61695
2018,34,All,5-9,67005
2018,34,All,10-14,66626
2018,34,All,15-19,72505
2018,34,All,20-24,75623
2018,34,All,25-29,68385
2018,34,All,30-34,68593
2018,34,All,35-39,71327
2018,34,All,40-44,69682
2018,34,All,45-49,76499
2018,34,All,50-54,74398
2018,34,All,55-59,70174
2018,34,All,60-64,68811
2018,34,All,65-69,73333
2018,34,All,70-74,61270
2018,34,All,75-79,40353
2018,34,All,80-84,33374
2018,34,All,85-89,24363
2018,34,All,90-94,11467
2018,34,All,95+,3737
2018,34,All,Total,1159220
2018,35,All,0-4,61454
2018,35,All,5-9,69971
2018,35,All,10-14,70154
2018,35,All,15-19,73415
2018,35,All,20-24,69850
2018,35,All,25-29,64295
2018,35,All,30-34,65465
2018,35,All,35-39,70639
2018,35,All,40-44,69889
2018,35,All,45-49,73083
2018,35,All,50-54,69115
2018,35,All,55-59,63992
2018,35,All,60-64,57692
2018,35,All,65-69,56610
2018,35,All,70-74,42448
2018,35,All,75-79,30527
2018,35,All,80-84,28005
2018,35,All,85-89,20224
2018,35,All,90-94,9543
2018,35,All,95+,2857
2018,35,All,Total,1069228
2018,36,All,0-4,9458
2018,36,All,5-9,11248
2018,36,All,10-14,12193
2018,36,All,15-19,11815
2018,36,All,20-24,8721
2018,36,All,25-29,9419
2018,36,All,30-34,10257
2018,36,All,35-39,11049
2018,36,All,40-44,12579
2018,36,All,45-49,14963
2018,36,All,50-54,15705
2018,36,All,55-59,15624
2018,36,All,60-64,16543
2018,36,All,65-69,17038
2018,36,All,70-74,13607
2018,36,All,75-79,9986
2018,36,All,80-84,9189
2018,36,All,85-89,6889
2018,36,All,90-94,3305
2018,36,All,95+,1007
2018,36,All,Total,220595
2018,37,All,0-4,32195
2018,37,All,5-9,35904
2018,37,All,10-14,36648
2018,37,All,15-19,39893
2018,37,All,20-24,34922
2018,37,All,25-29,33064
2018,37,All,30-34,34911
2018,37,All,35-39,36056
2018,37,All,40-44,36612
2018,37,All,45-49,41276
2018,37,All,50-54,40280
2018,37,All,55-59,38452
2018,37,All,60-64,37966
2018,37,All,65-69,38067
2018,37,All,70-74,29317
2018,37,All,75-79,20445
2018,37,All,80-84,19043
2018,37,All,85-89,13657
2018,37,All,90-94,6754
2018,37,All,95+,2298
2018,37,All,Total,607760
2018,38,All,0-4,74646
2018,38,All,5-9,83746
2018,38,All,10-14,83048
2018,38,All,15-19,84107
2018,38,All,20-24,73788
2018,38,All,25-29,70918
2018,38,All,30-34,76017
2018,38,All,35-39,82020
2018,38,All,40-44,81619
2018,38,All,45-49,88442
2018,38,All,50-54,85423
2018,38,All,55-59,78271
2018,38,All,60-64,72193
2018,38,All,65-69,67964
2018,38,All,70-74,54464
2018,38,All,75-79,38805
2018,38,All,80-84,31818
2018,38,All,85-89,22567
2018,38,All,90-94,10600
2018,38,All,95+,3107
2018,38,All,Total,1263563
2018,39,All,0-4,13070
2018,39,All,5-9,15144
2018,39,All,10-14,16315
2018,39,All,15-19,14923
2018,39,All,20-24,11023
2018,39,All,25-29,12335
2018,39,All,30-34,13702
2018,39,All,35-39,15312
2018,39,All,40-44,15652
2018,39,All,45-49,18056
2018,39,All,50-54,18468
2018,39,All,55-59,17872
2018,39,All,60-64,17496
2018,39,All,65-69,17383
2018,39,All,70-74,13930
2018,39,All,75-79,9926
2018,39,All,80-84,8556
2018,39,All,85-89,6537
2018,39,All,90-94,3072
2018,39,All,95+,974
2018,39,All,Total,259746
2018,40,All,0-4,19016
2018,40,All,5-9,22904
2018,40,All,10-14,23835
2018,40,All,15-19,21695
2018,40,All,20-24,15215
2018,40,All,25-29,17927
2018,40,All,30-34,21170
2018,40,All,35-39,24715
2018,40,All,40-44,26122
2018,40,All,45-49,29147
2018,40,All,50-54,29411
2018,40,All,55-59,28466
2018,40,All,60-64,29171
2018,40,All,65-69,30978
2018,40,All,70-74,23649
2018,40,All,75-79,16194
2018,40,All,80-84,14364
2018,40,All,85-89,10182
2018,40,All,90-94,4719
2018,40,All,95+,1475
2018,40,All,Total,410355
2018,41,All,0-4,16440
2018,41,All,5-9,19441
2018,41,All,10-14,20466
2018,41,All,15-19,18372
2018,41,All,20-24,13222
2018,41,All,25-29,15419
2018,41,All,30-34,16924
2018,41,All,35-39,18292
2018,41,All,40-44,19689
2018,41,All,45-49,22672
2018,41,All,50-54,22793
2018,41,All,55-59,22643
2018,41,All,60-64,22821
2018,41,All,65-69,23282
2018,41,All,70-74,17986
2018,41,All,75-79,12706
2018,41,All,80-84,12287
2018,41,All,85-89,9030
2018,41,All,90-94,4378
2018,41,All,95+,1385
2018,41,All,Total,330248
2018,42,All,0-4,43616
2018,42,All,5-9,48046
2018,42,All,10-14,47549
2018,42,All,15-19,47444
2018,42,All,20-24,41722
2018,42,All,25-29,39683
2018,42,All,30-34,42419
2018,42,All,35-39,44931
2018,42,All,40-44,45340
2018,42,All,45-49,50029
2018,42,All,50-54,49527
2018,42,All,55-59,47554
2018,42,All,60-64,46843
2018,42,All,65-69,47558
2018,42,All,70-74,38675
2018,42,All,75-79,27502
2018,42,All,80-84,25155
2018,42,All,85-89,18085
2018,42,All,90-94,9127
2018,42,All,95+,2636
2018,42,All,Total,763441
2018,43,All,0-4,11011
2018,43,All,5-9,13032
2018,43,All,10-14,14308
2018,43,All,15-19,13005
2018,43,All,20-24,9252
2018,43,All,25-29,10217
2018,43,All,30-34,11406
2018,43,All,35-39,12828
2018,43,All,40-44,14059
2018,43,All,45-49,15956
2018,43,All,50-54,16273
2018,43,All,55-59,15818
2018,43,All,60-64,16208
2018,43,All,65-69,16019
2018,43,All,70-74,12328
2018,43,All,75-79,8776
2018,43,All,80-84,7889
2018,43,All,85-89,5643
2018,43,All,90-94,2721
2018,43,All,95+,803
2018,43,All,Total,227552
2018,44,All,0-4,83300
2018,44,All,5-9,93089
2018,44,All,10-14,92667
2018,44,All,15-19,91808
2018,44,All,20-24,82700
2018,44,All,25-29,84426
2018,44,All,30-34,89389
2018,44,All,35-39,95471
2018,44,All,40-44,92916
2018,44,All,45-49,97314
2018,44,All,50-54,90232
2018,44,All,55-59,84697
2018,44,All,60-64,79623
2018,44,All,65-69,79489
2018,44,All,70-74,58203
2018,44,All,75-79,39936
2018,44,All,80-84,35907
2018,44,All,85-89,24934
2018,44,All,90-94,12414
2018,44,All,95+,3987
2018,44,All,Total,1412502
2018,45,All,0-4,40334
2018,45,All,5-9,45195
2018,45,All,10-14,44726
2018,45,All,15-19,41974
2018,45,All,20-24,35405
2018,45,All,25-29,38226
2018,45,All,30-34,40576
2018,45,All,35-39,42310
2018,45,All,40-44,42131
2018,45,All,45-49,46037
2018,45,All,50-54,44293
2018,45,All,55-59,42640
2018,45,All,60-64,40928
2018,45,All,65-69,40422
2018,45,All,70-74,30984
2018,45,All,75-79,21175
2018,45,All,80-84,19203
2018,45,All,85-89,13733
2018,45,All,90-94,6548
2018,45,All,95+,2005
2018,45,All,Total,678845
2018,46,All,0-4,6824
2018,46,All,5-9,8456
2018,46,All,10-14,9156
2018,46,All,15-19,8073
2018,46,All,20-24,6183
2018,46,All,25-29,7223
2018,46,All,30-34,7854
2018,46,All,35-39,8748
2018,46,All,40-44,9594
2018,46,All,45-49,11220
2018,46,All,50-54,12406
2018,46,All,55-59,13099
2018,46,All,60-64,14138
2018,46,All,65-69,14581
2018,46,All,70-74,11484
2018,46,All,75-79,8202
2018,46,All,80-84,7454
2018,46,All,85-89,5431
2018,46,All,90-94,2898
2018,46,All,95+,905
2018,46,All,Total,173929
2018,47,All,0-4,15684
2018,47,All,5-9,18475
2018,47,All,10-14,19317
2018,47,All,15-19,17942
2018,47,All,20-24,14208
2018,47,All,25-29,15066
2018,47,All,30-34,16763
2018,47,All,35-39,18449
2018,47,All,40-44,18700
2018,47,All,45-49,21498
2018,47,All,50-54,23092
2018,47,All,55-59,23012
2018,47,All,60-64,23307
2018,47,All,65-69,24195
2018,47,All,70-74,19579
2018,47,All,75-79,14352
2018,47,All,80-84,12849
2018,47,All,85-89,9367
2018,47,All,90-94,4728
2018,47,All,95+,1387
2018,47,All,Total,331970
2018,48,All,0-4,3347
2018,48,All,5-9,4099
2018,48,All,10-14,4337
2018,48,All,15-19,4057
2018,48,All,20-24,3469
2018,48,All,25-29,3426
2018,48,All,30-34,3824
2018,48,All,35-39,4321
2018,48,All,40-44,4461
2018,48,All,45-49,5417
2018,48,All,50-54,5392
2018,48,All,55-59,5573
2018,48,All,60-64,5440
2018,48,All,65-69,5698
2018,48,All,70-74,4315
2018,48,All,75-79,3064
2018,48,All,80-84,2780
2018,48,All,85-89,2040
2018,48,All,90-94,1100
2018,48,All,95+,360
2018,48,All,Total,76520
2018,49,All,0-4,44131
2018,49,All,5-9,53588
2018,49,All,10-14,55203
2018,49,All,15-19,56781
2018,49,All,20-24,48123
2018,49,All,25-29,43323
2018,49,All,30-34,46483
2018,49,All,35-39,50238
2018,49,All,40-44,50468
2018,49,All,45-49,53212
2018,49,All,50-54,51940
2018,49,All,55-59,51001
2018,49,All,60-64,48508
2018,49,All,65-69,47578
2018,49,All,70-74,35416
2018,49,All,75-79,25438
2018,49,All,80-84,24332
2018,49,All,85-89,17810
2018,49,All,90-94,9391
2018,49,All,95+,2919
2018,49,All,Total,815883
2018,50,All,0-4,23682
2018,50,All,5-9,28141
2018,50,All,10-14,30008
2018,50,All,15-19,27476
2018,50,All,20-24,21195
2018,50,All,25-29,24118
2018,50,All,30-34,25954
2018,50,All,35-39,27665
2018,50,All,40-44,28315
2018,50,All,45-49,32549
2018,50,All,50-54,34674
2018,50,All,55-59,35606
2018,50,All,60-64,35088
2018,50,All,65-69,35171
2018,50,All,70-74,26576
2018,50,All,75-79,19131
2018,50,All,80-84,18751
2018,50,All,85-89,13598
2018,50,All,90-94,6446
2018,50,All,95+,1839
2018,50,All,Total,495983
2018,51,All,0-4,31952
2018,51,All,5-9,34940
2018,51,All,10-14,34470
2018,51,All,15-19,37515
2018,51,All,20-24,35995
2018,51,All,25-29,34249
2018,51,All,30-34,34660
2018,51,All,35-39,34724
2018,51,All,40-44,34499
2018,51,All,45-49,38149
2018,51,All,50-54,36843
2018,51,All,55-59,36180
2018,51,All,60-64,34334
2018,51,All,65-69,34578
2018,51,All,70-74,25234
2018,51,All,75-79,16879
2018,51,All,80-84,15264
2018,51,All,85-89,10321
2018,51,All,90-94,5235
2018,51,All,95+,1441
2018,51,All,Total,567462
2018,52,All,0-4,8415
2018,52,All,5-9,9386
2018,52,All,10-14,10046
2018,52,All,15-19,9148
2018,52,All,20-24,7831
2018,52,All,25-29,9315
